abc,1,2,3,4,5 
 meer's update mozilla,0.2726028444444445,0.24258386666666665,0.27338262222222226,0.3018670222222222,0.2038914222222222
 details,0.4726028444444445,0.44258386666666666,0.47338262222222227,0.5018670222222222,0.4038914222222222
 enabled default,-0.32739715555555554,-0.3574161333333334,-0.3266173777777778,-0.2981329777777778,-0.39610857777777786
 details,-0.12739715555555553,-0.15741613333333337,-0.12661737777777776,-0.0981329777777778,-0.19610857777777785
 details,0.07260284444444448,0.04258386666666664,0.07338262222222225,0.10186702222222221,0.003891422222222163
 extension freely available,0.07260284444444448,0.04258386666666664,0.07338262222222225,0.10186702222222221,0.003891422222222163
 extension freely available,0.07260284444444448,0.04258386666666664,0.07338262222222225,0.10186702222222221,0.003891422222222163
 extension freely available,0.07260284444444448,0.04258386666666664,0.07338262222222225,0.10186702222222221,0.003891422222222163
 extension freely available,0.07260284444444448,0.04258386666666664,0.07338262222222225,0.10186702222222221,0.003891422222222163
 bitcoin,0.1425205688888888,0.7785167733333334,0.7846765244444445,0.7543734044444445,0.7827782844444444
 bitcoin,1.0285041137777777,1.1557033546666666,1.1569353048888888,1.1508746808888888,1.1565556568888888
 bitcoin,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 display certificates maninhemiddle,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 earnings cryptotab browser,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 earnings cryptotab browser,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 earnings cryptotab browser,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 extension freely available,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 earnings cryptotab browser,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 earnings cryptotab browser,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 earnings cryptotab browser,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 display certificates maninhemiddle,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 extension freely available,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 container,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 extension freely available,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 slightly better proved,0.7071401645511111,0.4192281341866666,0.4352774121955555,0.4570349872355555,0.4202622262755556
 single people looking,0.4007140164551111,0.20092281341866663,0.19902774121955552,0.23020349872355556,0.18052622262755555
 extension freely available,0.4007140164551111,0.20092281341866663,0.19902774121955552,0.23020349872355556,0.18052622262755555
 extension freely available,0.4007140164551111,0.20092281341866663,0.19902774121955552,0.23020349872355556,0.18052622262755555
